group,sensitivity,group_type,boot_id
Near poverty (1-2x),0.5823389021479713,income,2060
Mexican American,0.425,race,2061
Non-Hispanic Asian,0.25925925925925924,race,2061
Non-Hispanic Black,0.5271317829457365,race,2061
Non-Hispanic White,0.5473098330241187,race,2061
Other Hispanic,0.6338028169014085,race,2061
Other Race - Including Multi-Racial,0.5396825396825397,race,2061
Above 4x poverty line,0.2926829268292683,income,2061
Below poverty line,0.598314606741573,income,2061
Middle (2-4x),0.46419098143236076,income,2061
Near poverty (1-2x),0.582901554404145,income,2061
Mexican American,0.445,race,2062
Non-Hispanic Asian,0.4074074074074074,race,2062
Non-Hispanic Black,0.5155038759689923,race,2062
Non-Hispanic White,0.5417439703153989,race,2062
Other Hispanic,0.5140845070422535,race,2062
Other Race - Including Multi-Racial,0.5873015873015873,race,2062
Above 4x poverty line,0.2804878048780488,income,2062
Below poverty line,0.6311239193083573,income,2062
Middle (2-4x),0.46547314578005117,income,2062
Near poverty (1-2x),0.5511811023622047,income,2062
Mexican American,0.445,race,2063
Non-Hispanic Asian,0.345679012345679,race,2063
Non-Hispanic Black,0.5503875968992248,race,2063
Non-Hispanic White,0.5194805194805194,race,2063
Other Hispanic,0.5704225352112676,race,2063
Other Race - Including Multi-Racial,0.5714285714285714,race,2063
Above 4x poverty line,0.34806629834254144,income,2063
Below poverty line,0.6017191977077364,income,2063
Middle (2-4x),0.45263157894736844,income,2063
Near poverty (1-2x),0.5656836461126006,income,2063
Mexican American,0.47,race,2064
Non-Hispanic Asian,0.37037037037037035,race,2064
Non-Hispanic Black,0.5658914728682171,race,2064
Non-Hispanic White,0.536178107606679,race,2064
Other Hispanic,0.5422535211267606,race,2064
Other Race - Including Multi-Racial,0.6031746031746031,race,2064
Above 4x poverty line,0.3356164383561644,income,2064
Below poverty line,0.5830815709969789,income,2064
Middle (2-4x),0.4899497487437186,income,2064
Near poverty (1-2x),0.5808823529411765,income,2064
Mexican American,0.435,race,2065
Non-Hispanic Asian,0.30864197530864196,race,2065
Non-Hispanic Black,0.5503875968992248,race,2065
Non-Hispanic White,0.5528756957328386,race,2065
Other Hispanic,0.5,race,2065
Other Race - Including Multi-Racial,0.6666666666666666,race,2065
Above 4x poverty line,0.4074074074074074,income,2065
Below poverty line,0.6011560693641619,income,2065
Middle (2-4x),0.4680306905370844,income,2065
Near poverty (1-2x),0.5416666666666666,income,2065
Mexican American,0.46,race,2066
Non-Hispanic Asian,0.2962962962962963,race,2066
Non-Hispanic Black,0.5116279069767442,race,2066
Non-Hispanic White,0.5974025974025974,race,2066
Other Hispanic,0.5633802816901409,race,2066
Other Race - Including Multi-Racial,0.6031746031746031,race,2066
Above 4x poverty line,0.3732394366197183,income,2066
Below poverty line,0.6059701492537314,income,2066
Middle (2-4x),0.49878934624697335,income,2066
Near poverty (1-2x),0.5750636132315522,income,2066
Mexican American,0.445,race,2067
Non-Hispanic Asian,0.2839506172839506,race,2067
Non-Hispanic Black,0.5310077519379846,race,2067
Non-Hispanic White,0.5473098330241187,race,2067
Other Hispanic,0.5774647887323944,race,2067
Other Race - Including Multi-Racial,0.5238095238095238,race,2067
Above 4x poverty line,0.3380281690140845,income,2067
Below poverty line,0.6069182389937107,income,2067
Middle (2-4x),0.4639423076923077,income,2067
Near poverty (1-2x),0.5528255528255528,income,2067
Mexican American,0.48,race,2068
Non-Hispanic Asian,0.35802469135802467,race,2068
Non-Hispanic Black,0.5426356589147286,race,2068
Non-Hispanic White,0.5157699443413729,race,2068
Other Hispanic,0.5704225352112676,race,2068
Other Race - Including Multi-Racial,0.5238095238095238,race,2068
Above 4x poverty line,0.3496932515337423,income,2068
Below poverty line,0.6118012422360248,income,2068
Middle (2-4x),0.4734042553191489,income,2068
Near poverty (1-2x),0.533175355450237,income,2068
Mexican American,0.46,race,2069
Non-Hispanic Asian,0.3333333333333333,race,2069
Non-Hispanic Black,0.5542635658914729,race,2069
Non-Hispanic White,0.5547309833024119,race,2069
Other Hispanic,0.528169014084507,race,2069
Other Race - Including Multi-Racial,0.5396825396825397,race,2069
Above 4x poverty line,0.3469387755102041,income,2069
Below poverty line,0.6112852664576802,income,2069
Middle (2-4x),0.4880382775119617,income,2069
Near poverty (1-2x),0.5513784461152882,income,2069
Mexican American,0.445,race,2070
Non-Hispanic Asian,0.3333333333333333,race,2070
Non-Hispanic Black,0.562015503875969,race,2070
Non-Hispanic White,0.5157699443413729,race,2070
Other Hispanic,0.528169014084507,race,2070
Other Race - Including Multi-Racial,0.5714285714285714,race,2070
Above 4x poverty line,0.28488372093023256,income,2070
Below poverty line,0.6312997347480106,income,2070
Middle (2-4x),0.4657534246575342,income,2070
Near poverty (1-2x),0.5230352303523035,income,2070
Mexican American,0.445,race,2071
Non-Hispanic Asian,0.30864197530864196,race,2071
Non-Hispanic Black,0.5,race,2071
Non-Hispanic White,0.5435992578849722,race,2071
Other Hispanic,0.528169014084507,race,2071
Other Race - Including Multi-Racial,0.5396825396825397,race,2071
Above 4x poverty line,0.3081761006289308,income,2071
Below poverty line,0.5955056179775281,income,2071
Middle (2-4x),0.4668304668304668,income,2071
Near poverty (1-2x),0.5373961218836565,income,2071
Mexican American,0.42,race,2072
Non-Hispanic Asian,0.32098765432098764,race,2072
Non-Hispanic Black,0.5310077519379846,race,2072
Non-Hispanic White,0.5473098330241187,race,2072
Other Hispanic,0.5633802816901409,race,2072
Other Race - Including Multi-Racial,0.4603174603174603,race,2072
Above 4x poverty line,0.35365853658536583,income,2072
Below poverty line,0.5994397759103641,income,2072
Middle (2-4x),0.47696476964769646,income,2072
Near poverty (1-2x),0.51653944020356235,income,2072
Mexican American,0.455,race,2073
Non-Hispanic Asian,0.345679012345679,race,2073
Non-Hispanic Black,0.5736434108527132,race,2073
Non-Hispanic White,0.5231910946196661,race,2073
Other Hispanic,0.5,race,2073
Other Race - Including Multi-Racial,0.5396825396825397,race,2073
Above 4x poverty line,0.34591194968553457,income,2073
Below poverty line,0.5701219512195121,income,2073
Middle (2-4x),0.5012048192771085,income,2073
Near poverty (1-2x),0.5354330708661418,income,2073
Mexican American,0.435,race,2074
Non-Hispanic Asian,0.37037037037037035,race,2074
Non-Hispanic Black,0.5271317829457365,race,2074
Non-Hispanic White,0.5454545454545454,race,2074
Other Hispanic,0.5563380281690141,race,2074
Other Race - Including Multi-Racial,0.49206349206349204,race,2074
Above 4x poverty line,0.36257309941520466,income,2074
Below poverty line,0.5805555555555556,income,2074
Middle (2-4x),0.51,income,2074
Near poverty (1-2x),0.5170454545454546,income,2074
Mexican American,0.44,race,2075
Non-Hispanic Asian,0.25925925925925924,race,2075
Non-Hispanic Black,0.5542635658914729,race,2075
Non-Hispanic White,0.5102040816326531,race,2075
Other Hispanic,0.5845070422535211,race,2075
Other Race - Including Multi-Racial,0.3968253968253968,race,2075
Above 4x poverty line,0.31543624161073824,income,2075
Below poverty line,0.5828877005347594,income,2075
Middle (2-4x),0.4631578947368421,income,2075
Near poverty (1-2x),0.5105263157894737,income,2075
Mexican American,0.455,race,2076
Non-Hispanic Asian,0.30864197530864196,race,2076
Non-Hispanic Black,0.5581395348837209,race,2076
Non-Hispanic White,0.5454545454545454,race,2076
Other Hispanic,0.5845070422535211,race,2076
Other Race - Including Multi-Racial,0.5079365079365079,race,2076
Above 4x poverty line,0.3263888888888889,income,2076
Below poverty line,0.6106442577030813,income,2076
Middle (2-4x),0.45663265306122447,income,2076
Near poverty (1-2x),0.5769230769230769,income,2076
Mexican American,0.51,race,2077
Non-Hispanic Asian,0.2222222222222222,race,2077
Non-Hispanic Black,0.5736434108527132,race,2077
Non-Hispanic White,0.5454545454545454,race,2077
Other Hispanic,0.528169014084507,race,2077
Other Race - Including Multi-Racial,0.5238095238095238,race,2077
Above 4x poverty line,0.30612244897959184,income,2077
Below poverty line,0.6189189189189189,income,2077
Middle (2-4x),0.5012853470437018,income,2077
Near poverty (1-2x),0.53315649867374,income,2077
Mexican American,0.375,race,2078
Non-Hispanic Asian,0.2716049382716049,race,2078
Non-Hispanic Black,0.5465116279069767,race,2078
Non-Hispanic White,0.5435992578849722,race,2078
Other Hispanic,0.49295774647887325,race,2078
Other Race - Including Multi-Racial,0.6666666666666666,race,2078
Above 4x poverty line,0.36585365853658536,income,2078
Below poverty line,0.5890804597701149,income,2078
Middle (2-4x),0.4461942257217848,income,2078
Near poverty (1-2x),0.5333333333333333,income,2078
Mexican American,0.48,race,2079
Non-Hispanic Asian,0.35802469135802467,race,2079
Non-Hispanic Black,0.5193798449612403,race,2079
Non-Hispanic White,0.5231910946196661,race,2079
Other Hispanic,0.5704225352112676,race,2079
Other Race - Including Multi-Racial,0.6031746031746031,race,2079
Above 4x poverty line,0.32653061224489793,income,2079
Below poverty line,0.6012084592145015,income,2079
Middle (2-4x),0.4812206572769953,income,2079
Near poverty (1-2x),0.5488126649076517,income,2079
Mexican American,0.425,race,2080
Non-Hispanic Asian,0.38271604938271603,race,2080
Non-Hispanic Black,0.5310077519379846,race,2080
Non-Hispanic White,0.5417439703153989,race,2080
Other Hispanic,0.528169014084507,race,2080
Other Race - Including Multi-Racial,0.6507936507936508,race,2080
Above 4x poverty line,0.3375796178343949,income,2080
Below poverty line,0.5901162790697675,income,2080
Middle (2-4x),0.4621026894865526,income,2080
Near poverty (1-2x),0.579088471849866,income,2080
Mexican American,0.46,race,2081
Non-Hispanic Asian,0.3950617283950617,race,2081
Non-Hispanic Black,0.5271317829457365,race,2081
Non-Hispanic White,0.5602968460111317,race,2081
Other Hispanic,0.528169014084507,race,2081
Other Race - Including Multi-Racial,0.3968253968253968,race,2081
Above 4x poverty line,0.3181818181818182,income,2081
Below poverty line,0.5821727019498607,income,2081
Middle (2-4x),0.5053191489361702,income,2081
Near poverty (1-2x),0.5431472081218274,income,2081
Mexican American,0.47,race,2082
Non-Hispanic Asian,0.37037037037037035,race,2082
Non-Hispanic Black,0.5891472868217055,race,2082
Non-Hispanic White,0.562152133580705,race,2082
Other Hispanic,0.5845070422535211,race,2082
Other Race - Including Multi-Racial,0.5555555555555556,race,2082
Above 4x poverty line,0.33112582781456956,income,2082
Below poverty line,0.6320224719101124,income,2082
Middle (2-4x),0.5063613231552163,income,2082
Near poverty (1-2x),0.5822454308093995,income,2082
Mexican American,0.455,race,2083
Non-Hispanic Asian,0.35802469135802467,race,2083
Non-Hispanic Black,0.6124031007751938,race,2083
Non-Hispanic White,0.5547309833024119,race,2083
Other Hispanic,0.5985915492957746,race,2083
Other Race - Including Multi-Racial,0.42857142857142855,race,2083
Above 4x poverty line,0.3728813559322034,income,2083
Below poverty line,0.5905044510385756,income,2083
Middle (2-4x),0.5153846153846153,income,2083
Near poverty (1-2x),0.5883905013192612,income,2083
Mexican American,0.39,race,2084
Non-Hispanic Asian,0.38271604938271603,race,2084
Non-Hispanic Black,0.5,race,2084
Non-Hispanic White,0.5269016697588126,race,2084
Other Hispanic,0.5070422535211268,race,2084
Other Race - Including Multi-Racial,0.5238095238095238,race,2084
Above 4x poverty line,0.34269662921348315,income,2084
Below poverty line,0.5958083832335329,income,2084
Middle (2-4x),0.4573643410852713,income,2084
Near poverty (1-2x),0.4947916666666667,income,2084
Mexican American,0.44,race,2085
Non-Hispanic Asian,0.32098765432098764,race,2085
Non-Hispanic Black,0.5503875968992248,race,2085
Non-Hispanic White,0.5640074211502782,race,2085
Other Hispanic,0.5352112676056338,race,2085
Other Race - Including Multi-Racial,0.6349206349206349,race,2085
Above 4x poverty line,0.4225352112676056,income,2085
Below poverty line,0.5580110497237569,income,2085
Middle (2-4x),0.4987012987012987,income,2085
Near poverty (1-2x),0.5634517766497462,income,2085
Mexican American,0.405,race,2086
Non-Hispanic Asian,0.2839506172839506,race,2086
Non-Hispanic Black,0.5503875968992248,race,2086
Non-Hispanic White,0.5343228200371057,race,2086
Other Hispanic,0.5633802816901409,race,2086
Other Race - Including Multi-Racial,0.6190476190476191,race,2086
Above 4x poverty line,0.3253012048192771,income,2086
Below poverty line,0.601123595505618,income,2086
Middle (2-4x),0.41818181818181815,income,2086
Near poverty (1-2x),0.5957446808510638,income,2086
Mexican American,0.505,race,2087
Non-Hispanic Asian,0.3333333333333333,race,2087
Non-Hispanic Black,0.5581395348837209,race,2087
Non-Hispanic White,0.5454545454545454,race,2087
Other Hispanic,0.5,race,2087
Other Race - Including Multi-Racial,0.5396825396825397,race,2087
Above 4x poverty line,0.3333333333333333,income,2087
Below poverty line,0.5658263305322129,income,2087
Middle (2-4x),0.5295566502463054,income,2087
Near poverty (1-2x),0.5625,income,2087
Mexican American,0.54,race,2088
Non-Hispanic Asian,0.32098765432098764,race,2088
Non-Hispanic Black,0.5697674418604651,race,2088
Non-Hispanic White,0.5176252319109462,race,2088
Other Hispanic,0.5492957746478874,race,2088
Other Race - Including Multi-Racial,0.5555555555555556,race,2088
Above 4x poverty line,0.37579617834394907,income,2088
Below poverty line,0.5795795795795796,income,2088
Middle (2-4x),0.47474747474747475,income,2088
Near poverty (1-2x),0.5869017632241813,income,2088
Mexican American,0.47,race,2089
Non-Hispanic Asian,0.2222222222222222,race,2089
Non-Hispanic Black,0.5465116279069767,race,2089
Non-Hispanic White,0.5732838589981447,race,2089
Other Hispanic,0.5492957746478874,race,2089
Other Race - Including Multi-Racial,0.5238095238095238,race,2089
Above 4x poverty line,0.3776223776223776,income,2089
Below poverty line,0.5734463276836158,income,2089
Middle (2-4x),0.5012853470437018,income,2089
Near poverty (1-2x),0.5566750629722922,income,2089
Mexican American,0.45,race,2090
Non-Hispanic Asian,0.2839506172839506,race,2090
Non-Hispanic Black,0.5426356589147286,race,2090
Non-Hispanic White,0.5435992578849722,race,2090
Other Hispanic,0.5845070422535211,race,2090
Other Race - Including Multi-Racial,0.5714285714285714,race,2090
Above 4x poverty line,0.34782608695652173,income,2090
Below poverty line,0.6127167630057804,income,2090
Middle (2-4x),0.4401041666666667,income,2090
Near poverty (1-2x),0.5816326530612245,income,2090
Mexican American,0.505,race,2091
Non-Hispanic Asian,0.32098765432098764,race,2091
Non-Hispanic Black,0.5775193798449613,race,2091
Non-Hispanic White,0.5602968460111317,race,2091
Other Hispanic,0.6126760563380281,race,2091
Other Race - Including Multi-Racial,0.5238095238095238,race,2091
Above 4x poverty line,0.3313953488372093,income,2091
Below poverty line,0.5934718100890207,income,2091
Middle (2-4x),0.518796992481203,income,2091
Near poverty (1-2x),0.624,income,2091
Mexican American,0.45,race,2092
Non-Hispanic Asian,0.32098765432098764,race,2092
Non-Hispanic Black,0.5658914728682171,race,2092
Non-Hispanic White,0.5547309833024119,race,2092
Other Hispanic,0.5774647887323944,race,2092
Other Race - Including Multi-Racial,0.5079365079365079,race,2092
Above 4x poverty line,0.2331288343558282,income,2092
Below poverty line,0.61731843575419,income,2092
Middle (2-4x),0.5291005291005291,income,2092
Near poverty (1-2x),0.5625,income,2092
Mexican American,0.48,race,2093
Non-Hispanic Asian,0.3333333333333333,race,2093
Non-Hispanic Black,0.5155038759689923,race,2093
Non-Hispanic White,0.5473098330241187,race,2093
Other Hispanic,0.5492957746478874,race,2093
Other Race - Including Multi-Racial,0.49206349206349204,race,2093
Above 4x poverty line,0.37735849056603776,income,2093
Below poverty line,0.592814371257485,income,2093
Middle (2-4x),0.47342995169082125,income,2093
Near poverty (1-2x),0.5478723404255319,income,2093
Mexican American,0.46,race,2094
Non-Hispanic Asian,0.37037037037037035,race,2094
Non-Hispanic Black,0.5697674418604651,race,2094
